id|oid|aid|eid|medal
4092|19|2519|91|Silver
4093|19|2819|78|Bronze
4094|19|2521|78|Gold
4095|19|2820|78|Silver
4096|19|2821|79|Bronze
4097|19|2822|79|Gold
4098|19|2823|79|Silver
4099|20|2223|49|Bronze
4100|20|2028|49|Gold
4101|20|2227|49|Silver
4102|20|2241|80|Bronze
4103|20|2530|80|Gold
4104|20|2824|80|Silver
4105|20|1784|92|Bronze
4106|20|2825|92|Gold
4107|20|2530|92|Silver
4108|20|2028|81|Bronze
4109|20|2534|81|Gold
4110|20|2222|81|Silver
4111|20|2241|56|Bronze
4112|20|2537|56|Gold
4113|20|2824|56|Silver
4114|20|2222|93|Bronze
4115|20|2826|93|Gold
4116|20|2827|93|Silver
4117|20|2227|34|Bronze
4118|20|2826|34|Gold
4119|20|2222|34|Silver
4120|20|2828|94|Bronze
4121|20|2829|94|Bronze
4122|20|2830|94|Bronze
4123|20|2831|94|Bronze
4124|20|2241|94|Gold
4125|20|2832|94|Gold
4126|20|2537|94|Gold
4127|20|2833|94|Gold
4128|20|2238|94|Silver
4129|20|2824|94|Silver
4130|20|2533|94|Silver
4131|20|2530|94|Silver
4132|20|2834|44|Bronze
4133|20|2534|44|Bronze
4134|20|2531|44|Bronze
4135|20|2536|44|Bronze
4136|20|2028|44|Gold
4137|20|2826|44|Gold
4138|20|1772|44|Gold
4139|20|2835|44|Gold
4140|20|2836|44|Silver
4141|20|2837|44|Silver
4142|20|2027|44|Silver
4143|20|2838|44|Silver
4144|20|2839|58|Bronze
4145|20|2829|58|Gold
4146|20|2825|58|Silver
4147|20|2550|2|Bronze
4148|20|2840|2|Bronze
4149|20|2551|2|Bronze
4150|20|2841|2|Bronze
4151|20|2842|2|Gold
4152|20|2544|2|Gold
4153|20|2545|2|Gold
4154|20|2843|2|Gold
4155|20|2844|2|Silver
4156|20|2845|2|Silver
4157|20|2846|2|Silver
4158|20|2847|2|Silver
4159|20|2550|20|Bronze
4160|20|2551|20|Bronze
4161|20|2544|20|Gold
4162|20|2545|20|Gold
4163|20|2848|20|Silver
4164|20|2258|20|Silver
4165|20|2849|82|Bronze
4166|20|2116|82|Bronze
4167|20|2558|82|Gold
4168|20|2850|82|Gold
4169|20|2851|82|Silver
4170|20|2852|82|Silver
4171|20|2559|19|Bronze
4172|20|2853|19|Gold
4173|20|2854|19|Silver
4174|20|2855|83|Bronze
4175|20|2856|83|Gold
4176|20|2857|83|Silver
4177|20|2858|3|Bronze
4178|20|2859|3|Bronze
4179|20|2860|3|Bronze
4180|20|2861|3|Bronze
4181|20|2862|3|Bronze
4182|20|2863|3|Gold
4183|20|2864|3|Gold
4184|20|2865|3|Gold
4185|20|2866|3|Gold
4186|20|2867|3|Gold
4187|20|2868|3|Silver
4188|20|2869|3|Silver
4189|20|2870|3|Silver
4190|20|2871|3|Silver
4191|20|2872|3|Silver
4192|20|2873|74|Bronze
4193|20|2874|74|Bronze
4194|20|2875|74|Bronze
4195|20|2876|74|Bronze
4196|20|2877|74|Bronze
4197|20|2878|74|Gold
4198|20|2879|74|Gold
4199|20|2880|74|Gold
4200|20|2881|74|Gold
4201|20|2882|74|Gold
4202|20|2883|74|Silver
4203|20|2884|74|Silver
4204|20|2885|74|Silver
4205|20|2593|74|Silver
4206|20|2886|74|Silver
4207|20|2887|4|Bronze
4208|20|2888|4|Bronze
4209|20|2889|4|Bronze
4210|20|2890|4|Bronze
4211|20|2308|4|Bronze
4212|20|2309|4|Bronze
4213|20|2891|4|Bronze
4214|20|2892|4|Bronze
4215|20|2310|4|Bronze
4216|20|2893|4|Bronze
4217|20|2894|4|Bronze
4218|20|2895|4|Bronze
4219|20|2896|4|Bronze
4220|20|2897|4|Bronze
4221|20|2312|4|Bronze
4222|20|2898|4|Bronze
4223|20|2899|4|Bronze
4224|20|2900|4|Bronze
4225|20|2318|4|Bronze
4226|20|2901|4|Bronze
4227|20|2322|4|Bronze
4228|20|2323|4|Bronze
4229|20|2902|4|Bronze
4230|20|2903|4|Bronze
4231|20|2904|4|Bronze
4232|20|2905|4|Gold
4233|20|2906|4|Gold
4234|20|2907|4|Gold
4235|20|2078|4|Gold
4236|20|2908|4|Gold
4237|20|2909|4|Gold
4238|20|2910|4|Gold
4239|20|2081|4|Gold
4240|20|2082|4|Gold
4241|20|2911|4|Gold
4242|20|2912|4|Gold
4243|20|2913|4|Gold
4244|20|2914|4|Gold
4245|20|2915|4|Gold
4246|20|2916|4|Gold
4247|20|2917|4|Gold
4248|20|2918|4|Gold
4249|20|2919|4|Gold
4250|20|2920|4|Gold
4251|20|2921|4|Gold
4252|20|2922|4|Gold
4253|20|2923|4|Gold
4254|20|2924|4|Gold
4255|20|2925|4|Gold
4256|20|2926|4|Silver
4257|20|2291|4|Silver
4258|20|2927|4|Silver
4259|20|2928|4|Silver
4260|20|2929|4|Silver
4261|20|2930|4|Silver
4262|20|2931|4|Silver
4263|20|2932|4|Silver
4264|20|2060|4|Silver
4265|20|2933|4|Silver
4266|20|2934|4|Silver
4267|20|2064|4|Silver
4268|20|2935|4|Silver
4269|20|2936|4|Silver
4270|20|2937|4|Silver
4271|20|2938|4|Silver
4272|20|2939|4|Silver
4273|20|2940|4|Silver
4274|20|1669|4|Silver
4275|20|2068|4|Silver
4276|20|2941|4|Silver
4277|20|2942|4|Silver
4278|20|2297|4|Silver
4279|20|2300|4|Silver
4280|20|2943|75|Bronze
4281|20|2683|75|Bronze
4282|20|2684|75|Bronze
4283|20|2944|75|Bronze
4284|20|2375|75|Bronze
4285|20|2945|75|Bronze
4286|20|2946|75|Bronze
4287|20|2947|75|Bronze
4288|20|2948|75|Bronze
4289|20|2949|75|Bronze
4290|20|2685|75|Bronze
4291|20|2377|75|Bronze
4292|20|2950|75|Bronze
4293|20|2951|75|Bronze
4294|20|2383|75|Bronze
4295|20|2952|75|Bronze
4296|20|2384|75|Bronze
4297|20|2953|75|Bronze
4298|20|2687|75|Bronze
4299|20|2688|75|Bronze
4300|20|2954|75|Gold
4301|20|2955|75|Gold
4302|20|2388|75|Gold
4303|20|2390|75|Gold
4304|20|2956|75|Gold
4305|20|2394|75|Gold
4306|20|2396|75|Gold
4307|20|2397|75|Gold
4308|20|2957|75|Gold
4309|20|2958|75|Gold
4310|20|2959|75|Gold
4311|20|2676|75|Gold
4312|20|2677|75|Gold
4313|20|2678|75|Gold
4314|20|2681|75|Gold
4315|20|2405|75|Gold
4316|20|2960|75|Gold
4317|20|2961|75|Gold
4318|20|2406|75|Gold
4319|20|2962|75|Silver
4320|20|2656|75|Silver
4321|20|2963|75|Silver
4322|20|2659|75|Silver
4323|20|2660|75|Silver
4324|20|2964|75|Silver
4325|20|2661|75|Silver
4326|20|2662|75|Silver
4327|20|2664|75|Silver
4328|20|2965|75|Silver
4329|20|2966|75|Silver
4330|20|2666|75|Silver
4331|20|2967|75|Silver
4332|20|2968|75|Silver
4333|20|2668|75|Silver
4334|20|2669|75|Silver
4335|20|2671|75|Silver
4336|20|2969|75|Silver
4337|20|2672|75|Silver
4338|20|2970|75|Silver
4339|20|2971|39|Bronze
4340|20|2972|39|Bronze
4341|20|2973|39|Gold
4342|20|2974|39|Gold
4343|20|2975|39|Silver
4344|20|2976|39|Silver
4345|20|2977|40|Bronze
4346|20|2114|40|Gold
4347|20|2978|40|Silver
4348|20|2979|41|Bronze
4349|20|2692|41|Gold
4350|20|2413|41|Silver
4351|20|2980|45|Bronze
4352|20|2981|46|Bronze
4353|20|2982|45|Gold
4354|20|2983|46|Gold
4355|20|2984|45|Silver
4356|20|2985|46|Silver
4357|20|2986|5|Bronze
4358|20|2699|5|Gold
4359|20|2987|5|Silver
4360|20|2701|6|Bronze
4361|20|2988|6|Gold
4362|20|2989|6|Silver
4363|20|2702|7|Bronze
4364|20|2703|8|Bronze
4365|20|2990|8|Gold
4366|20|2991|7|Gold
4367|20|2992|7|Silver
4368|20|2993|8|Silver
4369|20|2707|59|Bronze
4370|20|2994|59|Gold
4371|20|2995|59|Silver
4372|20|2436|70|Bronze
4373|20|2996|70|Gold
4374|20|2997|70|Silver
4375|20|2429|84|Bronze
4376|20|2994|84|Gold
4377|20|2995|84|Silver
4378|20|2997|85|Bronze
4379|20|2996|85|Gold
4380|20|2710|85|Silver
4381|20|2998|60|Bronze
4382|20|2999|60|Bronze
4383|20|3000|60|Bronze
4384|20|3001|60|Bronze
4385|20|3002|60|Gold
4386|20|2710|60|Gold
4387|20|3003|60|Gold
4388|20|2996|60|Gold
4389|20|3004|60|Gold
4390|20|2713|60|Silver
4391|20|3005|60|Silver
4392|20|3006|60|Silver
4393|20|3007|60|Silver
4394|20|2431|60|Silver
4395|20|3008|61|Bronze
4396|20|3009|61|Bronze
4397|20|2707|61|Bronze
4398|20|2725|61|Bronze
4399|20|2994|61|Gold
4400|20|2995|61|Gold
4401|20|3010|61|Gold
4402|20|3011|61|Gold
4403|20|3012|61|Gold
4404|20|2427|61|Silver
4405|20|2719|61|Silver
4406|20|3013|61|Silver
4407|20|2720|61|Silver
4408|20|2706|61|Silver
4409|20|2994|71|Bronze
4410|20|2707|71|Gold
4411|20|2720|71|Silver
4412|20|3005|62|Bronze
4413|20|2997|62|Gold
4414|20|2709|62|Silver
4415|20|3014|9|Bronze
4416|20|2447|9|Gold
4417|20|3015|9|Silver
4418|20|3016|47|Bronze
4419|20|3017|47|Gold
4420|20|2728|47|Silver
4421|20|2454|35|Bronze
4422|20|2452|35|Gold
4423|20|2734|35|Silver
4424|20|3015|10|Bronze
4425|20|3018|10|Gold
4426|20|3017|10|Silver
4427|20|3019|36|Bronze
4428|20|2734|36|Gold
4429|20|3020|36|Silver
4430|20|2734|37|Bronze
4431|20|3019|37|Gold
4432|20|2735|37|Silver
4433|20|3018|11|Bronze
4434|20|3015|11|Gold
4435|20|3021|11|Silver
4436|20|2734|51|Bronze
4437|20|2737|51|Gold
4438|20|1950|51|Silver
4439|20|3022|12|Bronze
4440|20|2728|12|Gold
4441|20|3023|12|Silver
4442|20|3024|38|Bronze
4443|20|3025|38|Gold
4444|20|3026|38|Silver
4445|20|3021|95|Bronze
4446|20|2161|95|Bronze
4447|20|3027|95|Bronze
4448|20|3014|95|Bronze
4449|20|3016|95|Bronze
4450|20|3028|95|Gold
4451|20|3029|95|Gold
4452|20|3018|95|Gold
4453|20|3030|95|Gold
4454|20|3031|95|Silver
4455|20|3032|95|Silver
4456|20|3033|95|Silver
4457|20|3034|95|Silver
4458|20|3035|95|Silver
4459|20|3036|96|Bronze
4460|20|3037|96|Bronze
4461|20|3038|96|Bronze
4462|20|3039|96|Bronze
4463|20|3040|96|Bronze
4464|20|3041|96|Gold
4465|20|2454|96|Gold
4466|20|3042|96|Gold
4467|20|1950|96|Gold
4468|20|2732|96|Gold
4469|20|3020|96|Silver
4470|20|2737|96|Silver
4471|20|2734|96|Silver
4472|20|3043|96|Silver
4473|20|3044|96|Silver
4474|20|3045|21|Bronze
4475|20|3046|21|Gold
4476|20|3047|21|Silver
4477|20|2748|22|Bronze
4478|20|2743|22|Gold
4479|20|3048|22|Silver
4480|20|3049|24|Bronze
4481|20|3050|24|Gold
4482|20|3051|24|Silver
4483|20|2748|25|Bronze
4484|20|2474|25|Gold
4485|20|3052|25|Silver
4486|20|2465|28|Bronze
4487|20|2741|28|Gold
4488|20|3053|28|Silver
4489|20|3054|29|Bronze
4490|20|3055|29|Gold
4491|20|3056|29|Silver
4492|20|3045|26|Bronze
4493|20|2741|26|Gold
4494|20|3057|26|Silver
4495|20|3048|27|Bronze
4496|20|2748|27|Gold
4497|20|3058|27|Silver
4498|20|3059|52|Bronze
4499|20|1965|52|Gold
4500|20|2465|52|Silver
4501|20|2467|53|Bronze
4502|20|2474|53|Gold
4503|20|2743|53|Silver
4504|20|2778|30|Bronze
4505|20|3060|30|Gold
4506|20|3061|30|Silver
4507|20|2760|31|Bronze
4508|20|2758|31|Gold
4509|20|3062|31|Silver
4510|20|3063|65|Bronze
4511|20|2486|65|Gold
4512|20|2477|65|Silver
4513|20|3064|23|Bronze
4514|20|3065|23|Bronze
4515|20|3066|23|Bronze
4516|20|3067|23|Bronze
4517|20|2765|23|Gold
4518|20|2767|23|Gold
4519|20|2481|23|Gold
4520|20|2768|23|Gold
4521|20|2760|23|Silver
4522|20|2761|23|Silver
4523|20|2762|23|Silver
4524|20|2763|23|Silver
4525|20|3068|48|Bronze
4526|20|3069|48|Bronze
4527|20|1993|48|Bronze
4528|20|3070|48|Bronze
4529|20|3071|48|Gold
4530|20|3072|48|Gold
4531|20|3073|48|Gold
4532|20|2477|48|Gold
4533|20|2773|48|Silver
4534|20|3074|48|Silver
4535|20|2775|48|Silver
4536|20|3075|48|Silver
4537|20|3076|15|Bronze
4538|20|2765|15|Gold
4539|20|3077|15|Silver
4540|20|2767|97|Bronze
4541|20|3077|97|Gold
4542|20|2756|97|Silver
4543|20|3073|98|Bronze
4544|20|3060|98|Gold
4545|20|2486|98|Silver
4546|20|3078|87|Bronze
4547|20|3079|87|Gold
4548|20|3080|87|Silver
4549|20|3081|88|Bronze
4550|20|3082|88|Gold
4551|20|2775|88|Silver
4552|20|3083|99|Bronze
4553|20|3084|99|Bronze
4554|20|3078|99|Gold
4555|20|3079|99|Gold
4556|20|2782|99|Silver
4557|20|3085|99|Silver
4558|20|3086|100|Bronze
4559|20|3087|100|Bronze
4560|20|3088|100|Gold
4561|20|3089|100|Gold
4562|20|3090|100|Silver
4563|20|2781|100|Silver
4564|20|3091|72|Bronze
4565|20|3092|72|Gold
4566|20|3093|72|Silver
4567|20|2788|73|Bronze
4568|20|3094|73|Gold
4569|20|3095|73|Silver
4570|20|3096|68|Bronze
4571|20|3097|68|Gold
4572|20|3098|68|Silver
4573|20|3099|69|Bronze
4574|20|3100|69|Gold
4575|20|2496|69|Silver
4576|20|3101|16|Bronze
4577|20|2799|16|Gold
4578|20|2793|16|Silver
4579|20|2799|101|Bronze
4580|20|2793|101|Gold
4581|20|3101|101|Silver
4582|20|3102|54|Bronze
4583|20|3103|54|Bronze
4584|20|2505|54|Bronze
4585|20|2794|54|Bronze
4586|20|2796|54|Gold
4587|20|2793|54|Gold
4588|20|2797|54|Gold
4589|20|2798|54|Gold
4590|20|2795|54|Silver
4591|20|3104|54|Silver
4592|20|2799|54|Silver
4593|20|2801|54|Silver
4594|20|3105|43|Bronze
4595|20|3106|43|Gold
4596|20|3107|43|Silver
4597|20|3105|55|Bronze
4598|20|3108|55|Bronze
4599|20|3109|55|Bronze
4600|20|3110|55|Bronze
4601|20|3111|55|Gold
4602|20|3107|55|Gold
4603|20|3106|55|Gold
4604|20|2511|55|Gold
4605|20|2811|55|Silver
4606|20|3112|55|Silver
4607|20|2802|55|Silver
4608|20|3113|55|Silver
4609|20|3109|17|Bronze
4610|20|3105|17|Gold
4611|20|2802|17|Silver
4612|20|3114|90|Bronze
4613|20|2815|90|Gold
4614|20|3115|90|Silver
4615|20|3116|91|Bronze
4616|20|3117|91|Gold
4617|20|3118|91|Silver
4618|20|3119|78|Bronze
4619|20|3120|78|Gold
4620|20|2820|78|Silver
4621|20|3121|79|Bronze
4622|20|3122|79|Gold
4623|20|3123|79|Silver
4624|20|3124|102|Bronze
4625|20|3125|102|Gold
4626|20|3126|102|Silver
4627|20|3127|103|Bronze
4628|20|3128|103|Gold
4629|20|3129|103|Silver
4630|21|3130|49|Bronze
4631|21|3131|49|Gold
4632|21|3132|49|Silver
4633|21|3133|80|Bronze
4634|21|3134|80|Gold
4635|21|3135|80|Silver
4636|21|3136|92|Bronze
4637|21|3134|92|Gold
4638|21|2833|92|Silver
4639|21|3131|81|Bronze
4640|21|3137|81|Gold
4641|21|3138|81|Silver
4642|21|3139|56|Bronze
4643|21|3140|56|Gold
4644|21|3141|56|Silver
4645|21|3142|93|Bronze
4646|21|3143|93|Gold
4647|21|3144|93|Silver
4648|21|3132|34|Gold
4649|21|3145|34|Silver
4650|21|2222|34|Silver
4651|21|3146|94|Bronze
4652|21|3136|94|Bronze
4653|21|2533|94|Bronze
4654|21|2530|94|Bronze
4655|21|3147|94|Gold
4656|21|3148|94|Gold
4657|21|3149|94|Gold
4658|21|2833|94|Gold
4659|21|2828|94|Silver
4660|21|2830|94|Silver
4661|21|3133|94|Silver
4662|21|3150|94|Silver
4663|21|3151|44|Bronze
4664|21|2838|44|Bronze
4665|21|3152|44|Bronze
4666|21|3143|44|Bronze
4667|21|2222|44|Gold
4668|21|3153|44|Gold
4669|21|2227|44|Gold
4670|21|3132|44|Gold
4671|21|3154|44|Silver
4672|21|3155|44|Silver
4673|21|3156|44|Silver
4674|21|3138|44|Silver
4675|21|3150|58|Bronze
4676|21|3135|58|Gold
4677|21|3134|58|Silver
4678|21|3157|2|Bronze
4679|21|2848|2|Bronze
4680|21|3158|2|Bronze
4681|21|3159|2|Bronze
4682|21|3160|2|Gold
4683|21|3161|2|Gold
4684|21|3162|2|Gold
4685|21|3163|2|Gold
4686|21|2544|2|Silver
4687|21|2545|2|Silver
4688|21|2843|2|Silver
4689|21|3164|2|Silver
4690|21|2846|20|Bronze
4691|21|3165|20|Bronze
4692|21|2544|20|Gold
4693|21|2545|20|Gold
4694|21|3166|20|Silver
4695|21|3167|20|Silver
4696|21|3168|82|Bronze
4697|21|3169|82|Bronze
4698|21|3170|82|Gold
4699|21|3171|82|Gold
4700|21|3172|82|Silver
4701|21|3173|82|Silver
4702|21|3174|19|Bronze
4703|21|3175|19|Gold
4704|21|3176|19|Silver
4705|21|3177|83|Bronze
4706|21|3178|83|Gold
4707|21|3179|83|Silver
4708|21|2565|3|Bronze
4709|21|3180|3|Bronze
4710|21|3181|3|Bronze
4711|21|3182|3|Bronze
4712|21|3183|3|Bronze
4713|21|3184|3|Gold
4714|21|3185|3|Gold
4715|21|3186|3|Gold
4716|21|2576|3|Gold
4717|21|3187|3|Gold
4718|21|3188|3|Silver
4719|21|2571|3|Silver
4720|21|3189|3|Silver
4721|21|3190|3|Silver
4722|21|3191|3|Silver
4723|21|3192|74|Bronze
4724|21|3193|74|Bronze
4725|21|3194|74|Bronze
4726|21|3195|74|Bronze
4727|21|3196|74|Bronze
4728|21|3197|74|Gold
4729|21|2882|74|Gold
4730|21|2879|74|Gold
4731|21|2880|74|Gold
4732|21|2881|74|Gold
4733|21|3198|74|Silver
4734|21|3199|74|Silver
4735|21|3200|74|Silver
4736|21|3201|74|Silver
4737|21|3202|74|Silver
4738|21|2926|4|Bronze
4739|21|3203|4|Bronze
4740|21|2927|4|Bronze
4741|21|3204|4|Bronze
4742|21|2930|4|Bronze
4743|21|2931|4|Bronze
4744|21|3205|4|Bronze
4745|21|2932|4|Bronze
4746|21|2060|4|Bronze
4747|21|2933|4|Bronze
4748|21|2064|4|Bronze
4749|21|3206|4|Bronze
4750|21|2935|4|Bronze
4751|21|3207|4|Bronze
4752|21|2938|4|Bronze
4753|21|3208|4|Bronze
4754|21|2068|4|Bronze
4755|21|3209|4|Bronze
4756|21|2941|4|Bronze
4757|21|3210|4|Bronze
4758|21|2942|4|Bronze
4759|21|2297|4|Bronze
4760|21|2300|4|Bronze
4761|21|3211|4|Gold
4762|21|3212|4|Gold
4763|21|2612|4|Gold
4764|21|3213|4|Gold
4765|21|3214|4|Gold
4766|21|3215|4|Gold
4767|21|3216|4|Gold
4768|21|3217|4|Gold
4769|21|2616|4|Gold
4770|21|3218|4|Gold
4771|21|3219|4|Gold
4772|21|3220|4|Gold
4773|21|3221|4|Gold
4774|21|3222|4|Gold
4775|21|2621|4|Gold
4776|21|3223|4|Gold
4777|21|2625|4|Gold
4778|21|3224|4|Gold
4779|21|3225|4|Gold
4780|21|3226|4|Gold
4781|21|3227|4|Gold
4782|21|3228|4|Gold
4783|21|3229|4|Gold
4784|21|3230|4|Silver
4785|21|3231|4|Silver
4786|21|3232|4|Silver
4787|21|2634|4|Silver
4788|21|3233|4|Silver
4789|21|3234|4|Silver
4790|21|3235|4|Silver
4791|21|3236|4|Silver
4792|21|3237|4|Silver
4793|21|3238|4|Silver
4794|21|3239|4|Silver
4795|21|3240|4|Silver
4796|21|3241|4|Silver
4797|21|3242|4|Silver
4798|21|3243|4|Silver
4799|21|3244|4|Silver
4800|21|3245|4|Silver
4801|21|2644|4|Silver
4802|21|3246|4|Silver
4803|21|3247|4|Silver
4804|21|3248|4|Silver
4805|21|3249|4|Silver
4806|21|3250|4|Silver
4807|21|3251|75|Bronze
4808|21|3252|75|Bronze
4809|21|3253|75|Bronze
4810|21|3254|75|Bronze
4811|21|3255|75|Bronze
4812|21|2354|75|Bronze
4813|21|3256|75|Bronze
4814|21|3257|75|Bronze
4815|21|3258|75|Bronze
4816|21|3259|75|Bronze
4817|21|3260|75|Bronze
4818|21|2361|75|Bronze
4819|21|3261|75|Bronze
4820|21|3262|75|Bronze
4821|21|3263|75|Bronze
4822|21|3264|75|Bronze
4823|21|3265|75|Bronze
4824|21|3266|75|Bronze
4825|21|3267|75|Bronze
4826|21|3268|75|Bronze
4827|21|3269|75|Bronze
4828|21|2954|75|Gold
4829|21|2955|75|Gold
4830|21|3270|75|Gold
4831|21|2388|75|Gold
4832|21|2396|75|Gold
4833|21|3271|75|Gold
4834|21|3272|75|Gold
4835|21|2397|75|Gold
4836|21|2957|75|Gold
4837|21|2958|75|Gold
4838|21|2959|75|Gold
4839|21|3273|75|Gold
4840|21|2676|75|Gold
4841|21|2677|75|Gold
4842|21|3274|75|Gold
4843|21|2681|75|Gold
4844|21|2682|75|Gold
4845|21|3275|75|Gold
4846|21|2960|75|Gold
4847|21|3276|75|Gold
4848|21|2406|75|Gold
4849|21|3277|75|Silver
4850|21|2943|75|Silver
4851|21|3278|75|Silver
4852|21|2683|75|Silver
4853|21|2684|75|Silver
4854|21|3279|75|Silver
4855|21|2945|75|Silver
4856|21|3280|75|Silver
4857|21|3281|75|Silver
4858|21|3282|75|Silver
4859|21|3283|75|Silver
4860|21|3284|75|Silver
4861|21|3285|75|Silver
4862|21|2383|75|Silver
4863|21|2384|75|Silver
4864|21|3286|75|Silver
4865|21|3287|75|Silver
4866|21|3288|75|Silver
4867|21|3289|75|Silver
4868|21|3290|75|Silver
4869|21|3291|75|Silver
4870|21|3292|39|Bronze
4871|21|2691|39|Bronze
4872|21|2973|39|Gold
4873|21|2974|39|Gold
4874|21|3293|39|Silver
4875|21|3294|39|Silver
4876|21|2114|40|Bronze
4877|21|3295|40|Gold
4878|21|3296|40|Silver
4879|21|3297|41|Bronze
4880|21|2979|41|Gold
4881|21|3298|41|Silver
4882|21|3299|46|Bronze
4883|21|3300|45|Bronze
4884|21|3301|45|Gold
4885|21|3302|46|Gold
4886|21|3303|46|Silver
4887|21|3304|45|Silver
4888|21|3305|5|Bronze
4889|21|3306|5|Gold
4890|21|2699|5|Silver
4891|21|3307|6|Bronze
4892|21|3308|6|Gold
4893|21|3309|6|Silver
4894|21|3310|7|Bronze
4895|21|3311|8|Bronze
4896|21|2702|7|Gold
4897|21|2703|8|Gold
4898|21|3312|7|Silver
4899|21|3313|8|Silver
4900|21|2707|59|Bronze
4901|21|3314|59|Gold
4902|21|2995|59|Silver
4903|21|3315|70|Bronze
4904|21|2997|70|Gold
4905|21|3316|70|Silver
4906|21|3317|84|Bronze
4907|21|3314|84|Gold
4908|21|2707|84|Silver
4909|21|3315|85|Bronze
4910|21|3318|85|Gold
4911|21|3319|85|Silver
4912|21|3320|60|Bronze
4913|21|3321|60|Bronze
4914|21|3322|60|Bronze
4915|21|3323|60|Bronze
4916|21|3316|60|Bronze
4917|21|3324|60|Gold
4918|21|2997|60|Gold
4919|21|3325|60|Gold
4920|21|3318|60|Gold
4921|21|3326|60|Silver
4922|21|3007|60|Silver
4923|21|3327|60|Silver
4924|21|2431|60|Silver
4925|21|3317|61|Bronze
4926|21|3328|61|Bronze
4927|21|3329|61|Bronze
4928|21|3330|61|Bronze
4929|21|2707|61|Bronze
4930|21|3331|61|Gold
4931|21|3013|61|Gold
4932|21|3332|61|Gold
4933|21|3333|61|Gold
4934|21|2720|61|Gold
4935|21|3334|61|Silver
4936|21|3335|61|Silver
4937|21|2995|61|Silver
4938|21|3314|61|Silver
4939|21|3336|61|Silver
4940|21|2720|71|Bronze
4941|21|3013|71|Gold
4942|21|3336|71|Silver
4943|21|2999|62|Bronze
4944|21|2997|62|Gold
4945|21|3327|62|Silver
4946|21|2447|9|Bronze
4947|21|3337|9|Gold
4948|21|3338|9|Silver
4949|21|3015|47|Bronze
4950|21|3017|47|Gold
4951|21|3339|47|Silver
4952|21|3340|35|Bronze
4953|21|3043|35|Gold
4954|21|3341|35|Silver
4955|21|3342|10|Bronze
4956|21|3027|10|Gold
4957|21|3017|10|Silver
4958|21|3343|36|Bronze
4959|21|3019|36|Gold
4960|21|3020|36|Silver
4961|21|3020|37|Bronze
4962|21|3343|37|Gold
4963|21|3344|37|Silver
4964|21|3338|11|Bronze
4965|21|3021|11|Gold
4966|21|3337|11|Silver
4967|21|2737|51|Bronze
4968|21|3343|51|Gold
4969|21|3344|51|Silver
4970|21|3345|12|Bronze
4971|21|3339|12|Gold
4972|21|3346|12|Silver
4973|21|3347|38|Bronze
4974|21|3348|38|Gold
4975|21|3349|38|Silver
4976|21|3350|95|Bronze
4977|21|3021|95|Bronze
4978|21|3351|95|Bronze
4979|21|3027|95|Bronze
4980|21|3352|95|Gold
4981|21|3353|95|Gold
4982|21|3033|95|Gold
4983|21|3354|95|Silver
4984|21|3015|95|Silver
4985|21|3355|95|Silver
4986|21|3356|95|Silver
4987|21|3357|96|Bronze
4988|21|3358|96|Bronze
4989|21|3359|96|Bronze
4990|21|3360|96|Gold
4991|21|3344|96|Gold
4992|21|2454|96|Gold
4993|21|3361|96|Gold
4994|21|3362|96|Silver
4995|21|3363|96|Silver
4996|21|3364|96|Silver
4997|21|2742|24|Bronze
4998|21|3365|24|Gold
4999|21|3366|24|Silver
5000|21|3367|25|Bronze
5001|21|3368|25|Gold
5002|21|3055|25|Silver
5003|21|3366|28|Bronze
5004|21|3369|28|Gold
5005|21|3370|28|Silver
5006|21|3367|29|Bronze
5007|21|3371|29|Gold
5008|21|3372|29|Silver
5009|21|3373|26|Bronze
5010|21|3374|26|Gold
5011|21|3047|26|Silver
5012|21|3375|27|Bronze
5013|21|3376|27|Gold
5014|21|3048|27|Silver
5015|21|3377|104|Bronze
5016|21|2742|104|Gold
5017|21|3047|104|Silver
5018|21|2748|105|Bronze
5019|21|3376|105|Gold
5020|21|3055|105|Silver
5021|21|3378|52|Bronze
5022|21|3366|52|Gold
5023|21|2742|52|Silver
5024|21|3368|53|Bronze
5025|21|3379|53|Gold
5026|21|3372|53|Silver
5027|21|2777|30|Bronze
5028|21|3380|30|Gold
5029|21|3381|30|Silver
5030|21|3062|31|Bronze
5031|21|3382|31|Gold
5032|21|2767|31|Silver
5033|21|3383|65|Bronze
5034|21|3063|65|Gold
5035|21|2777|65|Silver
5036|21|3062|23|Bronze
5037|21|3384|23|Bronze
5038|21|3385|23|Bronze
5039|21|3386|23|Bronze
5040|21|3387|23|Gold
5041|21|3066|23|Gold
5042|21|3388|23|Gold
5043|21|3067|23|Gold
5044|21|3389|23|Silver
5045|21|2779|23|Silver
5046|21|3390|23|Silver
5047|21|3391|23|Silver
5048|21|3086|48|Bronze
5049|21|3392|48|Bronze
5050|21|3393|48|Bronze
5051|21|3383|48|Bronze
5052|21|2777|48|Gold
5053|21|3394|48|Gold
5054|21|3395|48|Gold
5055|21|3396|48|Gold
5056|21|3397|48|Silver
5057|21|3398|48|Silver
5058|21|3399|48|Silver
5059|21|3400|48|Silver
5060|21|3066|15|Bronze
5061|21|3391|15|Gold
5062|21|3401|15|Silver
5063|21|3066|97|Bronze
5064|21|3387|97|Gold
5065|21|2760|97|Silver
5066|21|3063|98|Bronze
