id|oid|aid|eid|medal
1|23|3820|135|Gold
2|23|3821|135|Silver
3|23|3822|136|Bronze
4|23|3823|136|Gold
5|23|3824|136|Silver
6|23|3825|137|Bronze
7|23|3820|137|Gold
8|23|3826|137|Silver
9|23|3825|138|Bronze
10|23|3827|138|Gold
11|23|3828|138|Silver
12|23|3829|139|Bronze
13|23|3830|139|Bronze
14|23|3831|139|Gold
15|23|3832|139|Silver
16|23|3833|140|Gold
17|23|3834|140|Silver
18|23|3835|141|Bronze
19|23|3836|141|Gold
20|23|3837|141|Silver
21|23|3838|142|Bronze
22|23|3831|142|Gold
23|23|3839|142|Silver
24|23|3840|143|Bronze
25|23|3836|143|Gold
26|23|3841|143|Silver
27|23|3842|144|Bronze
28|23|3843|144|Gold
29|23|3844|144|Silver
30|23|3845|145|Gold
31|23|3846|145|Silver
32|23|3843|145|Silver
33|23|3846|146|Bronze
34|23|3845|146|Gold
35|23|3843|146|Silver
36|23|3847|147|Bronze
37|23|3848|147|Gold
38|23|3849|147|Silver
39|23|3850|148|Bronze
40|23|3851|148|Bronze
41|23|3852|148|Gold
42|23|3853|148|Silver
43|23|3854|149|Bronze
44|23|3843|149|Gold
45|23|3855|149|Silver
46|23|3856|150|Bronze
47|23|3846|150|Gold
48|23|3857|150|Silver
49|23|3858|151|Bronze
50|23|3859|151|Gold
51|23|3860|151|Silver
52|23|3861|152|Gold
53|23|3862|152|Silver
54|23|3863|153|Bronze
55|23|3864|153|Gold
56|23|3861|153|Silver
57|23|3863|154|Gold
58|23|3865|154|Silver
59|23|3863|155|Bronze
60|23|3864|155|Gold
61|23|3866|155|Silver
62|23|3861|156|Bronze
63|23|3864|156|Gold
64|23|3866|156|Silver
65|23|3867|157|Bronze
66|23|3868|157|Gold
67|23|3869|157|Silver
68|23|3870|158|Gold
69|23|3871|158|Silver
70|23|3872|159|Bronze
71|23|3873|159|Gold
72|23|3874|159|Silver
73|23|3875|160|Gold
74|23|3876|160|Silver
75|23|3876|161|Gold
76|23|3877|161|Silver
77|23|3877|162|Gold
78|23|3875|162|Silver
79|23|3878|163|Bronze
80|23|3879|163|Gold
81|23|3875|163|Silver
82|23|3832|164|Bronze
83|23|3880|164|Gold
84|23|3881|164|Silver
85|23|3882|165|Gold
86|23|3876|165|Gold
87|23|3883|165|Gold
88|23|3884|165|Gold
89|23|3832|165|Gold
90|23|3885|165|Gold
91|23|3886|165|Gold
92|23|3887|165|Gold
93|23|3888|165|Gold
94|23|3889|165|Gold
95|23|3875|165|Gold
96|23|3890|166|Bronze
97|23|3891|166|Bronze
98|23|3892|166|Bronze
99|23|3879|166|Bronze
100|23|3882|166|Gold
101|23|3876|166|Gold
102|23|3883|166|Gold
103|23|3884|166|Gold
104|23|3832|166|Gold
105|23|3885|166|Gold
106|23|3886|166|Gold
107|23|3887|166|Gold
108|23|3888|166|Gold
109|23|3889|166|Gold
110|23|3875|166|Gold
111|23|3880|166|Silver
112|23|3893|166|Silver
113|23|3878|166|Silver
114|23|3881|166|Silver
115|23|3875|167|Bronze
116|23|3889|167|Gold
117|23|3877|167|Silver
118|23|3894|168|Bronze
119|23|3895|168|Gold
120|23|3896|168|Silver
121|23|3872|169|Bronze
122|23|3897|169|Gold
123|23|3898|169|Silver
124|23|3897|170|Bronze
125|23|3896|170|Gold
126|23|3872|170|Silver
127|23|3899|171|Bronze
128|23|3900|171|Gold
129|23|3901|171|Silver
130|23|3902|172|Bronze
131|23|3898|172|Gold
132|23|3897|172|Silver
133|23|3903|173|Bronze
134|23|3904|173|Bronze
135|23|3905|173|Gold
136|23|3906|173|Gold
137|23|3907|173|Silver
138|23|3908|173|Silver
139|23|3909|174|Bronze
140|23|3910|174|Bronze
141|23|3911|174|Gold
142|23|3912|174|Silver
143|23|3913|175|Bronze
144|23|3914|175|Gold
145|23|3902|175|Silver
146|23|3842|176|Bronze
147|23|3902|176|Gold
148|23|3914|176|Silver
149|23|3915|177|Bronze
150|23|3889|177|Gold
151|23|3916|177|Silver
152|24|3917|178|Bronze
153|24|3918|178|Gold
154|24|3919|178|Silver
155|24|3920|179|Bronze
156|24|3921|179|Gold
157|24|3922|179|Silver
158|24|3922|180|Bronze
159|24|3923|180|Gold
160|24|3917|180|Silver
161|24|3924|181|Bronze
162|24|3923|181|Gold
163|24|3919|181|Silver
164|24|3925|182|Bronze
165|24|3926|182|Bronze
166|24|3927|182|Bronze
167|24|3928|182|Bronze
168|24|3929|182|Bronze
169|24|3930|182|Gold
170|24|3931|182|Gold
171|24|3921|182|Gold
172|24|3932|182|Gold
173|24|3933|182|Gold
174|24|3934|182|Silver
175|24|3935|182|Silver
176|24|3936|182|Silver
177|24|3937|182|Silver
178|24|3938|182|Silver
179|24|3927|183|Bronze
180|24|3918|183|Gold
181|24|3917|183|Silver
182|24|3939|184|Bronze
183|24|3940|184|Gold
184|24|3941|184|Silver
185|24|3942|185|Bronze
186|24|3943|185|Bronze
187|24|3944|185|Bronze
188|24|3945|185|Bronze
189|24|3946|185|Bronze
190|24|3947|185|Bronze
191|24|3948|185|Bronze
192|24|3949|185|Bronze
193|24|3927|185|Bronze
194|24|3928|185|Bronze
195|24|3950|185|Bronze
196|24|3951|185|Bronze
197|24|3952|185|Bronze
198|24|3953|185|Bronze
199|24|3954|185|Gold
200|24|3955|185|Gold
201|24|3924|185|Gold
202|24|3956|185|Gold
203|24|3957|185|Gold
204|24|3958|185|Gold
205|24|3959|185|Gold
206|24|3960|185|Silver
207|24|3961|185|Silver
208|24|3962|185|Silver
209|24|3963|185|Silver
210|24|3964|185|Silver
211|24|3965|185|Silver
212|24|3966|185|Silver
213|24|3967|186|Bronze
214|24|3968|186|Gold
215|24|3969|186|Silver
216|24|3970|187|Bronze
217|24|3971|187|Gold
218|24|3972|187|Silver
219|24|3967|188|Bronze
220|24|3968|188|Gold
221|24|3969|188|Silver
222|24|3973|189|Bronze
223|24|3974|189|Gold
224|24|3968|189|Silver
225|24|3975|190|Gold
226|24|3976|190|Silver
227|24|3977|190|Silver
228|24|3978|191|Bronze
229|24|3979|191|Gold
230|24|3977|191|Silver
231|24|3980|139|Bronze
232|24|3981|139|Gold
233|24|3982|139|Silver
234|24|3983|140|Bronze
235|24|3984|140|Gold
236|24|3985|140|Silver
237|24|3986|141|Bronze
238|24|3987|141|Gold
239|24|3988|141|Silver
240|24|3980|192|Bronze
241|24|3982|192|Gold
242|24|3989|192|Silver
243|24|3982|193|Bronze
244|24|3984|193|Gold
245|24|3989|193|Silver
246|24|3990|194|Bronze
247|24|3991|194|Gold
248|24|3992|194|Silver
249|24|3992|195|Bronze
250|24|3993|195|Gold
251|24|3987|195|Silver
252|24|3994|142|Bronze
253|24|3995|142|Gold
254|24|3996|142|Silver
255|24|3991|196|Bronze
256|24|3982|196|Gold
257|24|3997|196|Silver
258|24|3998|197|Gold
259|24|3999|197|Gold
260|24|4000|197|Gold
261|24|4001|197|Gold
262|24|4002|197|Gold
263|24|4003|197|Silver
264|24|4004|197|Silver
265|24|3990|197|Silver
266|24|3988|197|Silver
267|24|4005|197|Silver
268|24|3980|198|Bronze
269|24|3984|198|Gold
270|24|3982|198|Silver
271|24|4006|143|Bronze
272|24|4007|143|Gold
273|24|4008|143|Silver
274|24|4009|144|Bronze
275|24|4010|144|Gold
276|24|4011|144|Silver
277|24|4012|199|Bronze
278|24|4013|199|Gold
279|24|4014|199|Silver
280|24|4015|145|Bronze
281|24|4016|145|Gold
282|24|4017|145|Silver
283|24|4018|200|Bronze
284|24|4019|200|Gold
285|24|4016|200|Silver
286|24|4017|146|Bronze
287|24|3984|146|Gold
288|24|4020|146|Silver
289|24|4021|201|Bronze
290|24|4019|201|Gold
291|24|4016|201|Silver
292|24|4022|147|Bronze
293|24|4023|147|Gold
294|24|4024|147|Silver
295|24|4025|148|Bronze
296|24|4016|148|Gold
297|24|4026|148|Silver
298|24|3843|149|Bronze
299|24|4009|149|Gold
300|24|4012|149|Silver
301|24|4018|150|Bronze
302|24|4020|150|Gold
303|24|3846|150|Silver
304|24|3843|202|Bronze
305|24|4019|202|Gold
306|24|4016|202|Silver
307|24|4027|203|Gold
308|24|4028|203|Gold
309|24|4029|203|Silver
310|24|4030|203|Silver
311|24|4031|204|Gold
312|24|4032|204|Gold
313|24|4033|204|Gold
314|24|4034|204|Gold
315|24|4035|204|Gold
316|24|4036|204|Gold
317|24|4037|204|Gold
318|24|4038|204|Gold
319|24|4039|204|Gold
320|24|4040|204|Gold
321|24|4041|204|Gold
322|24|4042|204|Gold
323|24|4043|204|Silver
324|24|4044|204|Silver
325|24|4045|204|Silver
326|24|4046|204|Silver
327|24|4047|204|Silver
328|24|4048|204|Silver
329|24|4049|204|Silver
330|24|4050|204|Silver
331|24|4051|204|Silver
332|24|4052|204|Silver
333|24|4053|204|Silver
334|24|4054|204|Silver
335|24|4055|205|Gold
336|24|4056|205|Gold
337|24|4057|206|Bronze
338|24|4055|206|Gold
339|24|4056|206|Silver
340|24|4058|207|Bronze
341|24|4057|207|Gold
342|24|4059|207|Silver
343|24|4060|208|Bronze
344|24|4061|208|Gold
345|24|4062|208|Silver
346|24|4063|156|Bronze
347|24|4064|156|Gold
348|24|4065|156|Silver
349|24|4066|209|Bronze
350|24|4067|209|Gold
351|24|4068|209|Gold
352|24|4069|210|Bronze
353|24|4070|210|Gold
354|24|4066|210|Silver
355|24|4071|211|Bronze
356|24|4072|211|Gold
357|24|4068|211|Silver
358|24|4073|212|Bronze
359|24|4074|212|Gold
360|24|4075|212|Silver
361|24|4073|213|Bronze
362|24|4076|213|Gold
363|24|4074|213|Silver
364|24|4077|214|Bronze
365|24|4076|214|Gold
366|24|4078|214|Silver
367|24|4079|157|Bronze
368|24|4080|157|Gold
369|24|4081|157|Silver
370|24|4082|158|Bronze
371|24|4083|158|Gold
372|24|4084|158|Silver
373|24|4085|159|Bronze
374|24|4086|159|Gold
375|24|4087|159|Silver
376|24|4088|215|Bronze
377|24|4089|215|Gold
378|24|4090|215|Silver
379|24|4091|216|Bronze
380|24|4092|216|Bronze
381|24|4093|216|Bronze
382|24|4094|216|Bronze
383|24|4095|216|Bronze
384|24|4096|216|Bronze
385|24|4097|216|Bronze
386|24|4098|216|Bronze
387|24|4099|216|Bronze
388|24|4100|216|Bronze
389|24|4101|216|Bronze
390|24|4102|216|Gold
391|24|4103|216|Gold
392|24|4104|216|Gold
393|24|4105|216|Gold
394|24|4106|216|Gold
395|24|4107|216|Gold
396|24|4108|216|Gold
397|24|4109|216|Gold
398|24|4110|216|Gold
399|24|4111|216|Gold
400|24|4112|216|Gold
401|24|4113|216|Silver
402|24|4114|216|Silver
403|24|4115|216|Silver
404|24|4116|216|Silver
405|24|4117|216|Silver
406|24|4118|216|Silver
407|24|4119|216|Silver
408|24|4120|216|Silver
409|24|4121|216|Silver
410|24|4122|216|Silver
411|24|4123|216|Silver
412|24|4124|216|Silver
413|24|4125|216|Silver
414|24|4126|217|Bronze
415|24|4127|217|Gold
416|24|4128|217|Silver
417|24|4129|218|Bronze
418|24|4130|218|Gold
419|24|4131|218|Silver
420|24|4132|219|Bronze
421|24|4133|219|Gold
422|24|4134|219|Silver
423|24|4135|220|Bronze
424|24|4136|220|Bronze
425|24|4137|220|Bronze
426|24|4138|220|Bronze
427|24|4139|220|Gold
428|24|4140|220|Gold
429|24|4141|220|Gold
430|24|4142|220|Gold
431|24|4143|220|Silver
432|24|4144|220|Silver
433|24|4145|220|Silver
434|24|4146|220|Silver
435|24|4147|221|Bronze
436|24|4148|221|Bronze
437|24|4149|221|Bronze
438|24|4150|221|Bronze
439|24|4151|221|Bronze
440|24|4152|221|Bronze
441|24|4153|221|Bronze
442|24|4154|221|Bronze
443|24|4155|221|Bronze
444|24|4156|221|Gold
445|24|4157|221|Gold
446|24|4158|221|Gold
447|24|4159|221|Gold
448|24|4160|221|Gold
449|24|4161|221|Gold
450|24|4162|221|Gold
451|24|4163|221|Gold
452|24|4164|221|Gold
453|24|4165|221|Silver
454|24|4166|221|Silver
455|24|4167|221|Silver
456|24|4168|221|Silver
457|24|4169|221|Silver
458|24|4170|221|Silver
459|24|4171|221|Silver
460|24|4172|221|Silver
461|24|4173|221|Silver
462|24|4174|222|Bronze
463|24|4175|222|Bronze
464|24|4176|222|Bronze
465|24|4177|222|Bronze
466|24|4178|222|Bronze
467|24|4179|222|Bronze
468|24|4180|222|Bronze
469|24|4181|222|Bronze
470|24|4182|222|Bronze
471|24|4183|222|Bronze
472|24|4184|222|Gold
473|24|4185|222|Gold
474|24|4186|222|Gold
475|24|4187|222|Gold
476|24|4188|222|Gold
477|24|4189|222|Gold
478|24|4190|222|Gold
479|24|4191|222|Gold
480|24|4192|222|Gold
481|24|4193|222|Gold
482|24|4148|222|Silver
483|24|4194|222|Silver
484|24|4195|222|Silver
485|24|4196|222|Silver
486|24|4197|222|Silver
487|24|4198|222|Silver
488|24|4199|222|Silver
489|24|4200|222|Silver
490|24|4201|222|Silver
491|24|4202|223|Bronze
492|24|4203|223|Bronze
493|24|4204|223|Bronze
494|24|4205|223|Gold
495|24|4206|223|Gold
496|24|4207|223|Gold
497|24|4208|223|Silver
498|24|4209|223|Silver
499|24|4210|223|Silver
500|24|4211|224|Bronze
501|24|4212|224|Gold
502|24|4213|224|Silver
503|24|4214|225|Gold
504|24|4215|225|Gold
505|24|4216|225|Gold
506|24|4217|225|Gold
507|24|4218|225|Gold
508|24|4219|225|Gold
509|24|4220|225|Gold
510|24|4221|225|Gold
511|24|4222|225|Gold
512|24|4223|225|Gold
513|24|4224|225|Gold
514|24|4225|225|Gold
515|24|4226|225|Gold
516|24|4227|225|Gold
517|24|4228|225|Gold
518|24|4229|225|Gold
519|24|4230|225|Gold
520|24|4231|225|Silver
521|24|4232|225|Silver
522|24|4233|225|Silver
523|24|4234|225|Silver
524|24|4235|225|Silver
525|24|4236|225|Silver
526|24|4237|225|Silver
527|24|4238|225|Silver
528|24|4239|225|Silver
529|24|4240|225|Silver
530|24|4241|225|Silver
531|24|4242|225|Silver
532|24|4243|225|Silver
533|24|4244|225|Silver
534|24|4245|225|Silver
535|24|4246|225|Silver
536|24|4247|225|Silver
537|24|4248|225|Silver
538|24|4249|225|Silver
539|24|4250|225|Silver
540|24|4251|225|Silver
541|24|4252|225|Silver
542|24|4253|225|Silver
543|24|4254|225|Silver
544|24|4255|225|Silver
545|24|4256|225|Silver
546|24|4257|225|Silver
547|24|4258|225|Silver
548|24|4259|225|Silver
549|24|4260|225|Silver
550|24|4261|226|Bronze
551|24|4262|226|Bronze
552|24|4263|226|Gold
553|24|4264|226|Gold
554|24|4265|226|Gold
555|24|4266|226|Silver
556|24|4267|226|Silver
557|24|4268|226|Silver
558|24|4269|226|Silver
559|24|4270|226|Silver
560|24|4271|227|Bronze
561|24|4272|227|Gold
562|24|4273|227|Gold
563|24|4274|227|Silver
564|24|4275|228|Bronze
565|24|4276|228|Gold
566|24|4277|228|Silver
567|24|4261|229|Bronze
568|24|4262|229|Bronze
569|24|4263|229|Gold
570|24|4264|229|Gold
571|24|4265|229|Gold
572|24|4278|229|Silver
573|24|4279|229|Silver
574|24|4280|229|Silver
575|24|4281|229|Silver
576|24|4282|169|Bronze
577|24|4283|169|Gold
578|24|4284|169|Silver
579|24|4285|230|Bronze
580|24|4286|230|Bronze
581|24|4287|230|Bronze
582|24|4288|230|Bronze
583|24|4289|230|Bronze
584|24|4290|230|Gold
585|24|4291|230|Gold
586|24|4292|230|Gold
587|24|4293|230|Gold
588|24|4294|230|Gold
589|24|4295|230|Silver
590|24|4296|230|Silver
591|24|4284|230|Silver
592|24|4297|230|Silver
593|24|4298|230|Silver
594|24|4294|170|Bronze
595|24|4293|170|Gold
596|24|4297|170|Silver
597|24|4299|231|Bronze
598|24|4300|231|Bronze
599|24|4301|231|Gold
600|24|4302|231|Silver
601|24|4294|232|Gold
602|24|4301|232|Silver
603|24|4302|232|Silver
604|24|4299|233|Bronze
605|24|4297|233|Gold
606|24|4302|233|Silver
607|24|4303|234|Bronze
608|24|4304|234|Gold
609|24|4299|234|Silver
610|24|4305|235|Bronze
611|24|4296|235|Bronze
612|24|4284|235|Bronze
613|24|4297|235|Bronze
614|24|4306|235|Bronze
615|24|4307|235|Gold
616|24|4308|235|Gold
617|24|4301|235|Gold
618|24|4292|235|Gold
619|24|4294|235|Gold
620|24|4309|235|Silver
621|24|4310|235|Silver
622|24|4299|235|Silver
623|24|4311|235|Silver
624|24|4312|235|Silver
625|24|4313|236|Bronze
626|24|4314|236|Gold
627|24|4315|236|Silver
628|24|4316|173|Bronze
629|24|4317|173|Bronze
630|24|4318|173|Bronze
631|24|4319|173|Bronze
632|24|4320|173|Gold
633|24|4321|173|Gold
634|24|4322|173|Silver
635|24|4323|173|Silver
636|24|4324|237|Bronze
637|24|4325|237|Bronze
638|24|4321|237|Gold
639|24|4326|237|Silver
640|24|4327|238|Bronze
641|24|4328|238|Bronze
642|24|4329|238|Gold
643|24|4330|238|Silver
644|24|4321|174|Bronze
645|24|4318|174|Bronze
646|24|4320|174|Gold
647|24|4317|174|Silver
648|24|4331|239|Bronze
649|24|4332|239|Bronze
650|24|4329|239|Gold
651|24|4333|239|Silver
652|24|4334|240|Gold
653|24|4335|240|Gold
654|24|4336|240|Gold
655|24|4337|240|Gold
656|24|4338|240|Gold
657|24|4339|240|Gold
658|24|4340|240|Silver
659|24|4217|240|Silver
660|24|4220|240|Silver
661|24|4221|240|Silver
662|24|4341|240|Silver
663|24|4230|240|Silver
664|25|4342|241|Bronze
665|25|4343|241|Bronze
666|25|4344|241|Gold
667|25|4345|241|Silver
668|25|4346|242|Bronze
669|25|4347|242|Gold
670|25|4348|242|Silver
671|25|4349|243|Bronze
672|25|4350|243|Gold
673|25|4345|243|Silver
674|25|4351|135|Bronze
675|25|3917|135|Gold
676|25|4352|135|Silver
677|25|4353|178|Bronze
678|25|4354|178|Gold
679|25|4355|178|Silver
680|25|4354|180|Bronze
681|25|4352|180|Gold
682|25|4353|180|Silver
683|25|4356|244|Bronze
684|25|4349|244|Gold
685|25|4350|244|Silver
686|25|3919|138|Bronze
687|25|4352|138|Gold
688|25|4353|138|Silver
689|25|4357|245|Bronze
690|25|4358|245|Bronze
691|25|4359|245|Bronze
692|25|4360|245|Bronze
693|25|4352|245|Gold
694|25|4346|245|Gold
695|25|4361|245|Gold
696|25|4362|245|Gold
697|25|4363|245|Silver
698|25|4364|245|Silver
699|25|4365|245|Silver
700|25|4366|245|Silver
701|25|4352|246|Bronze
702|25|3917|246|Gold
703|25|4351|246|Silver
704|25|4355|247|Bronze
705|25|4354|247|Gold
706|25|4353|247|Silver
707|25|4367|248|Bronze
708|25|4368|248|Gold
709|25|4369|248|Silver
710|25|4370|249|Bronze
711|25|4371|249|Gold
712|25|4372|249|Silver
713|25|4370|250|Bronze
714|25|4371|250|Gold
715|25|4372|250|Silver
716|25|4367|251|Bronze
717|25|4368|251|Gold
718|25|4369|251|Silver
719|25|4368|252|Bronze
720|25|4373|252|Bronze
721|25|4374|252|Bronze
722|25|4375|252|Bronze
723|25|4376|252|Gold
724|25|4377|252|Gold
725|25|4367|252|Gold
726|25|4369|252|Gold
727|25|4378|252|Silver
728|25|4379|252|Silver
729|25|4380|252|Silver
730|25|4381|252|Silver
731|25|4371|253|Gold
732|25|4370|253|Gold
733|25|4382|253|Gold
734|25|4383|253|Gold
735|25|4372|253|Silver
736|25|4384|253|Silver
737|25|4385|139|Bronze
738|25|4386|139|Gold
739|25|4387|139|Silver
740|25|4388|140|Bronze
741|25|4389|140|Gold
742|25|4390|140|Silver
743|25|4391|141|Bronze
744|25|4392|141|Gold
745|25|4393|141|Silver
746|25|4385|192|Bronze
747|25|4386|192|Gold
748|25|4387|192|Silver
749|25|4394|193|Bronze
750|25|4395|193|Gold
751|25|4396|193|Silver
752|25|4397|194|Bronze
753|25|4392|194|Gold
754|25|4398|194|Silver
755|25|4399|142|Bronze
756|25|4395|142|Gold
757|25|4400|142|Silver
758|25|4394|196|Bronze
759|25|4395|196|Gold
760|25|4400|196|Silver
761|25|4401|254|Gold
762|25|4397|254|Gold
763|25|4402|254|Gold
764|25|4403|254|Gold
765|25|4404|254|Gold
766|25|4405|254|Silver
767|25|4406|254|Silver
768|25|4407|254|Silver
769|25|4408|254|Silver
770|25|4409|254|Silver
771|25|4410|255|Bronze
772|25|4411|255|Gold
773|25|4013|255|Silver
774|25|4412|198|Bronze
775|25|4386|198|Gold
776|25|4385|198|Silver
777|25|4413|143|Bronze
778|25|4392|143|Gold
779|25|4404|143|Silver
780|25|4014|256|Bronze
781|25|4414|256|Gold
782|25|4415|256|Silver
783|25|4416|144|Bronze
784|25|4417|144|Gold
785|25|4418|144|Silver
786|25|4418|199|Bronze
787|25|4013|199|Gold
788|25|4419|199|Silver
789|25|4420|145|Bronze
790|25|4421|145|Gold
791|25|4422|145|Silver
792|25|4423|200|Bronze
793|25|4019|200|Gold
794|25|4424|200|Silver
795|25|4425|146|Bronze
796|25|4020|146|Gold
797|25|4426|146|Silver
798|25|4427|201|Bronze
799|25|4019|201|Gold
800|25|4428|201|Silver
801|25|4397|147|Bronze
802|25|356|147|Gold
803|25|4429|147|Silver
804|25|4430|148|Bronze
805|25|4431|148|Gold
806|25|4432|148|Silver
807|25|4433|149|Bronze
808|25|4418|149|Gold
809|25|4434|149|Silver
810|25|4435|257|Bronze
811|25|4436|257|Gold
812|25|4437|257|Silver
813|25|4425|150|Bronze
814|25|4020|150|Gold
815|25|4438|150|Silver
816|25|4424|202|Bronze
817|25|4019|202|Gold
818|25|4428|202|Silver
819|25|4439|258|Gold
820|25|4440|258|Silver
821|25|4441|259|Bronze
822|25|4442|259|Gold
823|25|4443|259|Silver
824|25|4444|260|Gold
825|25|4439|260|Silver
826|25|4445|261|Bronze
827|25|4444|261|Gold
828|25|4446|261|Silver
829|25|4447|262|Bronze
830|25|4448|262|Gold
831|25|4449|262|Silver
832|25|4449|263|Bronze
833|25|4450|263|Bronze
834|25|4451|263|Gold
835|25|4448|263|Silver
836|25|4443|264|Gold
837|25|4452|264|Silver
838|25|4453|265|Bronze
839|25|4454|265|Gold
840|25|4455|265|Silver
841|25|4455|266|Bronze
842|25|4454|266|Gold
843|25|4453|266|Silver
844|25|4453|267|Bronze
845|25|4454|267|Gold
846|25|4455|267|Silver
847|25|4453|268|Bronze
848|25|4454|268|Gold
849|25|4455|268|Silver
850|25|4454|269|Bronze
851|25|4455|269|Gold
852|25|4456|269|Silver
853|25|4457|270|Bronze
854|25|4455|270|Gold
855|25|4458|270|Silver
856|25|4458|271|Bronze
857|25|4459|271|Gold
858|25|4457|271|Silver
859|25|4460|212|Bronze
860|25|4074|212|Gold
861|25|4461|212|Silver
862|25|4461|157|Bronze
863|25|4074|157|Gold
864|25|4460|157|Silver
865|25|4462|272|Gold
866|25|4463|272|Gold
867|25|4464|272|Gold
868|25|4465|272|Silver
869|25|4466|272|Silver
870|25|4467|272|Silver
871|25|4460|159|Bronze
872|25|4468|159|Gold
873|25|4469|159|Silver
874|25|4469|273|Bronze
875|25|4460|273|Gold
876|25|4470|273|Silver
877|25|4471|216|Bronze
878|25|4472|216|Bronze
879|25|4473|216|Bronze
880|25|4474|216|Bronze
881|25|4475|216|Bronze
882|25|4476|216|Bronze
883|25|4477|216|Bronze
884|25|4478|216|Bronze
885|25|4479|216|Bronze
886|25|4480|216|Bronze
887|25|4481|216|Bronze
888|25|4482|216|Bronze
889|25|4483|216|Gold
890|25|4471|216|Gold
891|25|4484|216|Gold
892|25|4485|216|Gold
893|25|4472|216|Gold
894|25|4473|216|Gold
895|25|4474|216|Gold
896|25|4486|216|Gold
897|25|4475|216|Gold
898|25|4476|216|Gold
899|25|4487|216|Gold
900|25|4488|216|Gold
901|25|4477|216|Gold
902|25|4489|216|Gold
903|25|4490|216|Gold
904|25|4478|216|Gold
905|25|4479|216|Gold
906|25|4491|216|Gold
907|25|4492|216|Gold
908|25|4493|216|Gold
909|25|4480|216|Gold
910|25|4494|216|Gold
911|25|4495|216|Gold
912|25|4496|216|Gold
913|25|4497|216|Gold
914|25|4450|216|Gold
915|25|4498|216|Gold
916|25|4499|216|Gold
917|25|4481|216|Gold
918|25|4500|216|Gold
919|25|4501|216|Gold
920|25|4482|216|Gold
921|25|4502|216|Gold
922|25|4503|216|Gold
923|25|4483|216|Silver
924|25|4484|216|Silver
925|25|4485|216|Silver
926|25|4486|216|Silver
927|25|4491|216|Silver
928|25|4492|216|Silver
929|25|4493|216|Silver
930|25|4496|216|Silver
931|25|4450|216|Silver
932|25|4499|216|Silver
933|25|4500|216|Silver
934|25|4504|217|Bronze
935|25|4505|217|Bronze
936|25|4506|217|Gold
937|25|4507|217|Silver
938|25|4508|274|Gold
939|25|4509|274|Gold
940|25|4507|274|Gold
941|25|4510|274|Gold
942|25|4511|274|Gold
943|25|4512|274|Gold
944|25|4513|274|Gold
945|25|4514|274|Gold
946|25|4515|274|Gold
947|25|4516|274|Gold
948|25|4517|274|Silver
949|25|4518|274|Silver
950|25|4519|274|Silver
951|25|4504|274|Silver
952|25|4520|274|Silver
953|25|4505|274|Silver
954|25|4521|274|Silver
955|25|4522|274|Silver
956|25|4523|274|Silver
957|25|4524|274|Silver
958|25|4525|275|Bronze
959|25|4526|275|Gold
960|25|4527|275|Silver
961|25|4528|276|Bronze
962|25|4529|276|Gold
963|25|4530|276|Silver
964|25|4435|277|Bronze
965|25|4531|277|Gold
966|25|4532|277|Silver
967|25|4532|160|Bronze
968|25|4531|160|Gold
969|25|4526|160|Gold
970|25|4529|219|Bronze
971|25|4530|219|Gold
972|25|4528|219|Silver
973|25|4533|161|Bronze
974|25|4532|161|Gold
975|25|4531|161|Silver
976|25|4435|162|Bronze
977|25|4531|162|Gold
978|25|4532|162|Silver
979|25|4527|163|Bronze
980|25|4534|163|Gold
981|25|4435|163|Silver
982|25|4527|164|Bronze
983|25|4532|164|Gold
984|25|4535|164|Silver
985|25|4533|278|Bronze
986|25|4535|278|Bronze
987|25|4536|278|Bronze
988|25|4537|278|Bronze
989|25|4538|278|Bronze
990|25|4539|278|Bronze
991|25|4437|278|Gold
992|25|4531|278|Gold
993|25|4540|278|Gold
994|25|4541|278|Gold
995|25|4530|278|Gold
996|25|4542|278|Gold
997|25|4543|278|Silver
998|25|4544|278|Silver
999|25|4545|278|Silver
1000|25|4546|278|Silver
1001|25|4547|278|Silver
1002|25|4548|278|Silver
1003|25|4435|167|Bronze
1004|25|4532|167|Gold
1005|25|4531|167|Gold
1006|25|4549|279|Gold
1007|25|4550|279|Gold
1008|25|4551|279|Gold
1009|25|4552|279|Gold
1010|25|4553|279|Gold
1011|25|4554|279|Gold
1012|25|4555|279|Gold
1013|25|4556|279|Gold
1014|25|4557|279|Gold
1015|25|4558|279|Gold
1016|25|4559|279|Gold
1017|25|4560|279|Gold
1018|25|4561|279|Gold
1019|25|4562|279|Silver
1020|25|4563|279|Silver
1021|25|4564|279|Silver
1022|25|4565|279|Silver
1023|25|4511|279|Silver
1024|25|4566|279|Silver
1025|25|4567|279|Silver
1026|25|4568|279|Silver
1027|25|4569|279|Silver
1028|25|4570|279|Silver
1029|25|4571|279|Silver
1030|25|4572|279|Silver
1031|25|4573|279|Silver
1032|25|4574|280|Bronze
1033|25|4575|280|Gold
1034|25|4576|280|Silver
1035|25|4577|281|Bronze
1036|25|4578|281|Bronze
1037|25|4579|281|Gold
1038|25|4580|281|Gold
1039|25|4581|281|Silver
1040|25|4582|281|Silver
1041|25|4583|282|Bronze
1042|25|4584|282|Bronze
1043|25|4581|282|Gold
1044|25|4582|282|Gold
1045|25|4585|282|Silver
1046|25|4586|282|Silver
1047|25|4156|221|Gold
1048|25|4587|221|Gold
1049|25|4588|221|Gold
1050|25|4589|221|Gold
